element_a,element_b,result,sources
oxygen,philosophy,small,little-alchemy
oxygen,rock,metal,infinite-craft
oxygen,steel,rust,little-alchemy
oxygen,sulfur,sulfur dioxide,clones
oxygen,sulfur dioxide,sulfur trioxide,clones
oxygen,water,liquid oxygen,clones
oxygen,wine,vinegar,little-alchemy
oxygen container,water,scuba,clones
ozone,philosophy,small,little-alchemy
paint,paper,newspaper,clones
paint,pencil,crayon,little-alchemy
paint,pencil,pen,clones
paint,plant,watermelon,clones
paint,sugar,sprinkles,little-alchemy
paint,wall,graffiti,clones
paint,water,ink,clones
paint,wax,crayon,little-alchemy
paint,woman,lipstick,clones
paladin,wizard,party,clones
palm,pigeon,toucan,little-alchemy
palm,seagull,toucan,little-alchemy
palm,sun,banana,clones
palm,vegetable,coconut,little-alchemy
palm,wind,coconut,clones
palms,rain,tropics,clones
panda,plant,bamboo,clones
panther,zebra,tiger,clones
pants,scissors,shorts,clones
panzer,soldier,trooper,clones
panzer,ussr,t-34,clones
paper,paper,book,infinite-craft
paper,paper,newspaper,little-alchemy
paper,pen,letter,clones
paper,pencil,drawing,infinite-craft
paper,pencil,letter,little-alchemy
paper,penguin,origami,little-alchemy
paper,phone,fax machine,clones
paper,photo,photocopier,clones
paper,pigeon,origami,little-alchemy
paper,river,map,little-alchemy
paper,sand,sandpaper,little-alchemy
paper,santa,wrapping paper,little-alchemy
paper,school,notebook,clones
paper,scissors,box,clones
paper,scissors,confetti,little-alchemy
paper,sea,map,little-alchemy
paper,seagull,origami,little-alchemy
paper,sky,kite,little-alchemy
paper,sound,note,clones
paper,sound,paper,clones
paper,stamp,documents,clones
paper,story,book,little-alchemy
paper,story,newspaper,little-alchemy
paper,sugar,candy,clones
paper,sword,scissors,little-alchemy
paper,theater,poster,clones
paper,time,calendar,clones
paper,tobacco,cigarette,clones;little-alchemy
paper,tobacco,cigarettes,clones
paper,tool,scissors,clones
paper,vegetable,recipe,little-alchemy
paper,village,map,little-alchemy
paper,vulture,origami,little-alchemy
paper,wall,wallpaper,clones
paper,water,liquid paper,clones
paper,weeds,censored,clones
paper,wind,kite,little-alchemy
paper,wood,book,little-alchemy
paper,zombie,mummy,clones
paper airplane,robot,drone,little-alchemy
paper cup,thread,string phone,little-alchemy
paper cup,wire,string phone,little-alchemy
parasite,pirate,vampirate,clones
parasite,plant,plant clones,clones
parasite,pocket pet,sonic bat,clones
parasite,poison,wasp,clones
parasite,precious ring lore,precious ring,clones
parasite,prehistoric,mosquito,clones
parasite,radiation,parasitic bioweapon,clones
parasite,robot,human battery,clones
parasite,rodent,black death,clones
parasite,royalty,fungi king,clones
parasite,sci-fi,space zombie,clones
parasite,science,human battery,clones
parasite,shrine,shrinemasons,clones
parasite,sidekick,arm parasite,clones
parasite,sleep,bed bug,clones
parasite,snake,leech,clones
parasite,space,space zombie,clones
parasite,speed,crying angel,clones
parasite,spirit,wraith,clones
parasite,strength,arm parasite,clones
parasite,sun,sparkling vampire,clones
parasite,superhero,parasite hunter,clones
parasite,sweets,cavities,clones
parasite,sword,arm parasite,clones
parasite,the chosen one,parasite hunter,clones
parasite,time,moocher,clones
parasite,tree,mistletoe,clones
parasite,trident,cavities,clones
parasite,turkey day,moocher,clones
parasite,undead,zombie fungus,clones
parasite,underwater,tongue parasite,clones
parasite,vehicle,mosquito,clones
parasite,villain,evil symbiote,clones
parasite,void,soul stealer,clones
parasite,water,tongue parasite,clones
parasite,water serpent,xenomorph,clones
parasite,wealth,moocher,clones
parasite,weapon,parasitic bioweapon,clones
parasite,werewolf,werevamp,clones
parasite,wind,wraith,clones
parasite,wings,cuckoo,clones
parasite,wintertide,ice explorers,clones
parasite,wizard,youthful sorceress,clones
parasite,wizarding school,wraith,clones
parasite,wolf,werevamp,clones
park,penguin,zoo,infinite-craft
park,river,embankment,clones
park,train,roller coaster,little-alchemy
park,wagon,roller coaster,little-alchemy
park,wheel,ferris wheel,clones
parrot,parrot,egg,little-alchemy
pasta,rope,spaghetti,little-alchemy
pasta,thread,spaghetti,little-alchemy
pasta,wire,spaghetti,little-alchemy
peacock,peacock,egg,little-alchemy
peacock,rooster,ostrich,clones
peat,pressure,coal,little-alchemy
peat,rock,coal,little-alchemy
peat,stone,coal,little-alchemy
peat,time,coal,little-alchemy
pebble,pebble,rock,little-alchemy
pebble,philosophy,small,little-alchemy
pebble,small,sand,little-alchemy
pebble,wind,sand,little-alchemy
pencil,rainbow,crayon,little-alchemy
pencil,sword,pencil sharpener,little-alchemy
pencil,water,paint,little-alchemy
pencil,wizard,wand,little-alchemy
pencil,wood,ruler,little-alchemy
penguin,penguin,egg,little-alchemy
penicillin,sick,man,clones
penicillin,sick,man (zed's alchemy),clones
personal computer,software,ms-dos,clones
peter pan,tarzan,robin hood,infinite-craft
petrol,steam engine,engine,clones
petroleum,pressure,explosion,little-alchemy
petroleum,pressure,gasoline,clones
petroleum,steam engine,combustion engine,little-alchemy
petroleum,volcano,explosion,little-alchemy
petroleum,wheel,combustion engine,little-alchemy
pharaoh,stone,statue,clones
pharaoh,sun,ra,clones
philosoper’s stone,water,beer,clones
philosopher stone,water,beer (fender’s gift),clones
philosopher's stone,silver,gold,clones
philosophers stone,poison,water,clones
philosophers stone,vampire,human,clones
philosophers stone,vampire,human (doodle god),clones
philosophers stone,water,beer,clones
philosophers stone,werewolf,human,clones
philosophers stone,werewolf,human (doodle god),clones
philosophers stone,wood,tree,clones
philosophers stone,zombie,corpse,clones
philosophy,philosophy,idea,little-alchemy
philosophy,planet,big,little-alchemy
philosophy,pottery,container,little-alchemy
philosophy,river,motion,little-alchemy
philosophy,rivulet,small,little-alchemy
philosophy,safe,container,little-alchemy
philosophy,science,idea,little-alchemy
philosophy,scorpion,small,little-alchemy
philosophy,seahorse,small,little-alchemy
philosophy,skeleton,death,little-alchemy
philosophy,solar system,big,little-alchemy
philosophy,spider,small,little-alchemy
philosophy,stone,philosopher's stone,clones
philosophy,stream,motion,little-alchemy
philosophy,sun,big,little-alchemy
philosophy,tornado,motion,little-alchemy
philosophy,universe,big,little-alchemy
philosophy,wind,motion,little-alchemy
phoenix,phoenix,egg,little-alchemy
phone,radiowave,cellphone,clones
photo,tools,camera,clones
pick,tale,gnome,clones
pie,sex,censored,clones
pig,pirate,captain hook,infinite-craft
pig,pottery,piggy bank,little-alchemy
pig,rope,lasso,little-alchemy
pig,smoke,ham,little-alchemy
pig,sword,leather,little-alchemy
pig,sword,meat,little-alchemy
pig,tool,leather,little-alchemy
pig,tool,meat,little-alchemy
pig,wild animal,wild boar,little-alchemy
pigeon,pigeon,egg,little-alchemy
pigeon,pirate,parrot,little-alchemy
pigeon,pirate ship,parrot,little-alchemy
pigeon,pond,duck,little-alchemy
pigeon,rat,crow,clones
pigeon,scarecrow,crow,little-alchemy
pigeon,sea,seagull,little-alchemy
pigeon,seal,catfish,clones
pigeon,squirrel,flying squirrel,little-alchemy
pigeon,steel,airplane,little-alchemy
pigeon,unicorn,pegasus,clones
pigeon,water,duck,little-alchemy
pike,piranha,shark,clones
pillow,timber,bed,clones
pilot,pilot,idea,little-alchemy
pilot,robot,cyborg,little-alchemy
pilot,umbrella,parachute,little-alchemy
pipe,space,telescope,clones
pipe,water,water pipe,little-alchemy
piranha,piranha,egg,little-alchemy
piranha,thread,fishing rod,little-alchemy
piranha,tool,fishing rod,little-alchemy
piranha,wire,fishing rod,little-alchemy
piranha,wood,fishing rod,little-alchemy
pirate,plant,jack and beanstalk,clones
pirate,pocket pet,larcenous pets,clones
pirate,poison,dread pirate,clones
pirate,precious ring lore,precious ring bearer,clones
pirate,psychic,big mojo,clones
pirate,radiation,cyber corsair,clones
pirate,rainbow,giant anti-heroes,clones
pirate,relic,pirate booty,clones
pirate,reptile,larcenous pets,clones
pirate,robot,cyber corsair,clones
pirate,rodent,larcenous pets,clones
pirate,royal game,crazy pirate king,clones
pirate,royalty,nautilus 20k,clones
pirate,sailboat,pirate ship,little-alchemy
pirate,sci-fi,giant anti-heroes,clones
pirate,science,nautilus 20k,clones
pirate,sea serpent,kraken,infinite-craft
pirate,sidekick,larcenous pets,clones
pirate,snake,anaconda snack,clones
pirate,space,giant anti-heroes,clones
pirate,speed,demon puncher,clones
pirate,spirit,ghost pirate,clones
pirate,spirit,rum,clones
pirate,steam engine,pirate ship,little-alchemy
pirate,strength,demon puncher,clones
pirate,sun,talos,clones
pirate,sunflower,jack sparrow,infinite-craft
pirate,superhero,demon puncher,clones
pirate,sweets,the fortune's cookie,clones
pirate,sword,dread pirate,clones
pirate,the chosen one,demon puncher,clones
pirate,time,hungry crocodile,clones
pirate,toy,treasure hunters,clones
pirate,treasure,chest,infinite-craft
pirate,treasure map,treasure,little-alchemy
pirate,tree,feisty figurehead,clones
pirate,trident,the fortune's cookie,clones
pirate,turkey day,the fortune's cookie,clones
pirate,turtle,larcenous pets,clones
pirate,undead,vampirate,clones
pirate,underwater,nautilus 20k,clones
pirate,vampire,vampirate,clones
pirate,vehicle,nautilus 20k,clones
pirate,villain,dread pirate,clones
pirate,vodka,rum,clones
pirate,void,off the map,clones
pirate,war,barrage,clones
pirate,water,nautilus 20k,clones
pirate,water serpent,off the map,clones
pirate,wealth,greed,clones
pirate,weapon,barrage,clones
pirate,werewolf,hairy smuggler,clones
pirate,wind,off the map,clones
pirate,wings,air ship,clones
pirate,wintertide,pinch,clones
pirate,wizard,big mojo,clones
pirate,wizarding school,big mojo,clones
pirate,wolf,stockbroker wolf,clones
pirate ship,sailor,pirate,little-alchemy
pirate ship,space,spaceship,little-alchemy
pirate ship,steam engine,steamboat,little-alchemy
pirate ship,tool,rope,little-alchemy
pirate ship,treasure map,treasure,little-alchemy
pirate ship,wild animal,rat,little-alchemy
pit,soldier,trench,clones
pit,water,well,clones
pitcher,wizard,genie,clones
pitchfork,small,fork,little-alchemy
plane,plane,jet,infinite-craft
planet,planet,solar system,little-alchemy
planet,planet,star,infinite-craft
planet,ring,saturn,clones;little-alchemy
planet,rust,mars,little-alchemy
planet,sandbox,minecraft,infinite-craft
planet,sea,primordial soup,little-alchemy
planet,sex,venus,clones
planet,sky,moon,little-alchemy
planet,small,mercury,little-alchemy
planet,smog,venus,little-alchemy
planet,sphinx,egypt,infinite-craft
planet,star wars,death star,infinite-craft
planet,steam,steampunk,infinite-craft
planet,stone,moon,little-alchemy
planet,storm,jupiter,little-alchemy
planet,sun,solar system,little-alchemy
planet,volcano,venus,little-alchemy
planet,war,mars,clones
planet,woman,venus,clones
plankton,sand,starfish,clones
plankton,stone,corals,clones
plankton,stone,shell,clones
plankton,stone,shells,clones
plankton,swamp,molluscs,clones
plankton,water,jellyfish,clones
plant,plant,garden,little-alchemy
plant,plant,tree,infinite-craft
plant,pocket pet,plantasaur,clones
plant,poison,nightshade,clones
plant,pollen,seed,little-alchemy
plant,pond,reed,little-alchemy
plant,pottery,vase,little-alchemy
plant,precious ring lore,the brown druid,clones
plant,pressure,coal,little-alchemy
plant,psychic,koo koo nuts,clones
plant,puddle,reed,little-alchemy
plant,radiation,killer vegetables,clones
plant,rainbow,flower,little-alchemy
plant,relic,spooky tree,clones
plant,reptile,plant dragon,clones
plant,river,reed,little-alchemy
plant,rock,moss,little-alchemy
plant,royal game,forestfolk,clones
plant,salad,cabbage,clones
plant,sand,cactus,little-alchemy
plant,sci-fi,plant clones,clones
plant,science,killer vegetables,clones
plant,sea,algae,little-alchemy
plant,sea,seaweed,little-alchemy
plant,sheep,cotton,little-alchemy
plant,shrine,bonsai,clones
plant,sidekick,ali-ent,clones
plant,sleep,cursed apple,clones
plant,smoke,tobacco,little-alchemy
plant,snake,cursed apple,clones
plant,space,plant clones,clones
plant,spirit,spooky tree,clones
plant,stone,fossil,infinite-craft
plant,stone,moss,little-alchemy
plant,strength,swamp monster,clones
plant,sun,energy,little-alchemy
plant,sun,flower,clones
plant,sun,oxygen,little-alchemy
plant,sun,sunflower,clones;little-alchemy
plant,superhero,swamp monster,clones
plant,swamp,peat,little-alchemy
plant,swamp,reed,little-alchemy
plant,sword,plant fatale,clones
plant,thread,cotton,little-alchemy
plant,time,hay,clones
plant,time,the world tree,clones
plant,time,tree,little-alchemy
plant,tools,cloth,clones
plant,tools,cloth (alchemy 1000),clones
plant,toy,dress up spud,clones
plant,tree,forest,little-alchemy
plant,tree,the world tree,clones
plant,turkey day,harvest,clones
plant,turtle,world turtle,clones
plant,undead,zombie fungus,clones
plant,underground,persephone,clones
plant,underwater,cursed garden,clones
plant,vampire,nosferatu duck,clones
plant,vehicle,pumpkin carriage,clones
plant,villain,poison oak,clones
plant,void,nightshade,clones
plant,wall,hedge,little-alchemy
plant,wall,ivy,little-alchemy
plant,war,flower power,clones
plant,water,algae,little-alchemy
plant,water,ice lotus,clones
plant,water,seaweed,clones
plant,water serpent,plant dragon,clones
plant,wave,seaweed,infinite-craft
plant,wealth,hesperide's tree,clones
plant,weapon,plant fatale,clones
plant,wind,butterfly,clones
plant,wind,dandelion,infinite-craft
plant,wind,pollen,little-alchemy
plant,wings,plant dragon,clones
plant,wintertide,ice lotus,clones
plant,wizard,druid,clones
plant,wizarding school,mandrake,clones
plant,wood,tree,little-alchemy
plant,wool,cotton,little-alchemy
plasma,tv,plasma tv,clones
plasma,void,sun,clones
plasma,weapon,plasmagun,clones
platypus,snail,turtle,clones
plesiosaurs,viruses,infected animal,clones
plow,soil,field,little-alchemy
plume,woman,fan,clones
plutonium,plutonium/weapon,nuclear bomb,clones
plutonium,weapon,nuclear bomb,clones
pocket pet,pocket pet,monster collector,clones
pocket pet,poison,cobramon,clones
pocket pet,prehistoric,dinaggro,clones
pocket pet,psychic,koo koo nuts,clones
pocket pet,radiation,gorezilla,clones
pocket pet,rainbow,margarfree,clones
pocket pet,reptile,ember,clones
pocket pet,rodent,pikamon,clones
pocket pet,royal game,ember,clones
pocket pet,sci-fi,psychic clone,clones
pocket pet,science,professor pine,clones
pocket pet,shrine,evomon,clones
pocket pet,sidekick,pikamon,clones
pocket pet,sleep,snoring monster,clones
pocket pet,snake,cobramon,clones
pocket pet,space,psychic clone,clones
pocket pet,speed,pikamon,clones
pocket pet,spirit,specter,clones
pocket pet,strength,geode,clones
pocket pet,sun,emberzard,clones
pocket pet,superhero,monster collector,clones
pocket pet,sword,ninja doge,clones
pocket pet,the chosen one,monster collector,clones
pocket pet,time,time fairy,clones
pocket pet,tree,plantasaur,clones
pocket pet,trident,geode,clones
pocket pet,turtle,bubbles,clones
pocket pet,undead,specter,clones
pocket pet,underground,geode,clones
pocket pet,underwater,water dragon,clones
pocket pet,vampire,sonic bat,clones
pocket pet,villain,astro gang,clones
pocket pet,void,ninja doge,clones
pocket pet,war,astro gang,clones
pocket pet,water,bubbles,clones
pocket pet,water serpent,water dragon,clones
pocket pet,wealth,meowmon,clones
pocket pet,weapon,bone chin,clones
pocket pet,werewolf,ninja doge,clones
pocket pet,wind,frostwing,clones
pocket pet,wings,frostwing,clones
pocket pet,wintertide,frostwing,clones
pocket pet,wizard,magicod,clones
pocket pet,wolf,ninja doge,clones
point,weapon,spear,infinite-craft
poison,precious ring lore,wraith dagger,clones
poison,prehistoric,nightshade,clones
poison,psychic,delusional psychic,clones
poison,radiation,radiation sickness,clones
poison,relic,silver bullet,clones
poison,reptile,basilisk,clones
poison,robot,robo ninja,clones
poison,rodent,poisonous porcupine,clones
poison,royal game,dragon fire,clones
poison,royalty,evil queen,clones
poison,sci-fi,the ooze,clones
poison,shrine,sakura spirits,clones
poison,sidekick,specter,clones
poison,sleep,tranquilizer dart,clones
poison,smoke,cigarette,clones
poison,snake,cobra,clones
poison,space,the ooze,clones
poison,speed,black mamba,clones
poison,spirit,specter,clones
poison,strength,nightshade,clones
poison,sun,radiation,clones
poison,superhero,radioactive avenger,clones
poison,sweets,sugar demon,clones
poison,sword,poison dagger,clones
poison,the chosen one,specter,clones
poison,time,death,clones
poison,tree,killer plant,clones
poison,turkey day,fruit cake,clones
poison,turtle,hypnoturtle,clones
poison,underground,bomb shelter,clones
poison,underwater,blowfish,clones
poison,vampire,holy water,clones
poison,villain,poison oak,clones
poison,void,nightshade,clones
poison,war,gas mask soldier,clones
poison,water,blowfish,clones
poison,wealth,greed,clones
poison,weapon,poison dagger,clones
poison,weapon,poisoned weapon,clones
poison,wind,radiation,clones
poison,wings,wasp,clones
poison,wintertide,mistletoe,clones
poison,wizard,witch doctor,clones
poison,wizarding school,basilisk,clones
poison,woman,corpse,clones
pokemon,rain,pikachu,infinite-craft
pokemon,space,mewtwo,infinite-craft
pokemon,stone,eevee,infinite-craft
pokemon,water,squirtle,infinite-craft
politician,politician,democracy,clones
politician,pride,war,clones
pond,pond,lake,little-alchemy
pond,reed,swamp,little-alchemy
pond,small,puddle,little-alchemy
pond,water,lake,little-alchemy
pond,wild animal,frog,little-alchemy
pool,sport,swimming,clones
post office,skyscraper,city,little-alchemy
pot of gold,warrior,leprechaun,infinite-craft
pottery,rainbow,paint,little-alchemy
pottery,rose,vase,little-alchemy
pottery,steel,cauldron,little-alchemy
pottery,tree,bonsai tree,little-alchemy
pottery,vase,ceramic,infinite-craft
prayer,priest,healing,clones
precious ring lore,prehistoric,celestial trees,clones
precious ring lore,psychic,treacherous wizard,clones
precious ring lore,radiation,vial of stars,clones
precious ring lore,rainbow,treacherous wizard,clones
precious ring lore,relic,stinger,clones
precious ring lore,reptile,smug,clones
precious ring lore,robot,dr. eggdude,clones
precious ring lore,rodent,forest chinchillas,clones
precious ring lore,royal game,ancient dragon,clones
precious ring lore,royalty,the ranger,clones
precious ring lore,sci-fi,dr. eggdude,clones
precious ring lore,science,goblin hybrid,clones
precious ring lore,sidekick,lord of horses,clones
precious ring lore,sleep,fiery shadow demon,clones
precious ring lore,snake,ring lord,clones
precious ring lore,space,vial of stars,clones
precious ring lore,speed,lord of horses,clones
precious ring lore,spirit,ghost army,clones
precious ring lore,strength,shapeshifting chief,clones
precious ring lore,sun,celestial trees,clones
precious ring lore,superhero,arch mage,clones
precious ring lore,sweets,elven power elixir,clones
precious ring lore,sword,shattered sword,clones
precious ring lore,the chosen one,the ring courier,clones
precious ring lore,time,ancient dragon,clones
precious ring lore,toy,precious ring,clones
precious ring lore,tree,celestial trees,clones
precious ring lore,trident,wraith dagger,clones
precious ring lore,undead,ghost army,clones
precious ring lore,underground,goblin hybrid,clones
precious ring lore,underwater,tentacled beast,clones
precious ring lore,vampire,ring lord,clones
precious ring lore,vehicle,forest chinchillas,clones
precious ring lore,villain,ring lord,clones
precious ring lore,void,fiery shadow demon,clones
precious ring lore,war,goblin hybrid,clones
precious ring lore,water,vial of stars,clones
precious ring lore,water serpent,tentacled beast,clones
precious ring lore,wealth,smug,clones
precious ring lore,weapon,wraith dagger,clones
precious ring lore,werewolf,ring lord,clones
precious ring lore,wind,lord of horses,clones
precious ring lore,wings,eagle rider,clones
precious ring lore,wintertide,stone hearth,clones
precious ring lore,wizard,treacherous wizard,clones
precious ring lore,wizarding school,nerdy wizard,clones
precious ring lore,wolf,wolf battering ram,clones
prehistoric,psychic,dragon turtle,clones
prehistoric,radiation,gorezilla,clones
prehistoric,rainbow,friendly dino,clones
prehistoric,relic,fossil,clones
prehistoric,reptile,gorezilla,clones
prehistoric,robot,raptorbot,clones
prehistoric,rodent,saberchilla,clones
prehistoric,royal game,forestfolk,clones
prehistoric,sci-fi,dino park,clones
prehistoric,science,indiana ford,clones
prehistoric,shrine,ancient technology,clones
prehistoric,sidekick,dino companion,clones
prehistoric,snake,anaconda,clones
prehistoric,space,meteor,clones
prehistoric,speed,terror bird,clones
prehistoric,strength,megalodon,clones
prehistoric,sun,super nova,clones
prehistoric,superhero,arch angel,clones
prehistoric,sword,claws,clones
prehistoric,time,fossil,clones
prehistoric,toy,club,clones
prehistoric,tree,brontosaurus,clones
prehistoric,trident,triceratops,clones
prehistoric,turkey day,pterodactyl,clones
prehistoric,turtle,primeval turtle,clones
prehistoric,undead,zombiesaur,clones
prehistoric,underground,fossil,clones
prehistoric,underwater,megalodon,clones
prehistoric,vampire,mosquito,clones
prehistoric,vehicle,stonemobile,clones
prehistoric,villain,dino hybrid,clones
prehistoric,void,black hole,clones
prehistoric,water,megalodon,clones
prehistoric,water serpent,lochness monster,clones
prehistoric,weapon,club,clones
prehistoric,werewolf,dire wolf,clones
prehistoric,wind,pterodactyl,clones
prehistoric,wings,pterodactyl,clones
prehistoric,wintertide,ice age,clones
prehistoric,wizard,arch mage,clones
prehistoric,wizarding school,austrian spiketrail,clones
prehistoric,wolf,dire wolf,clones
pressure,rock,granite,little-alchemy
pressure,rope,ribbon,clones
pressure,sand,silicon,clones
pressure,silver,coin,clones
pressure,sky,atmosphere,little-alchemy
pressure,star,black hole,little-alchemy
pressure,steam,geyser,little-alchemy
pressure,steel,tools,clones
pressure,steel,tools (alchemy 1000),clones
pressure,stone,granite,little-alchemy
pressure,stone,powder,clones
pressure,sun,black hole,little-alchemy
pressure,sunflower,oil,little-alchemy
pressure,swamp,peat,clones;little-alchemy
pressure,tool,boiler,little-alchemy
pressure,tools,scales,clones
pressure,tree,paper,clones
pressure,vegetable,juice,little-alchemy
pressure,volcano,ash,clones
pressure,volcano,ash (zed's alchemy),clones
pressure,volcano,eruption,little-alchemy
pressure,volcano,explosion,little-alchemy
pressure,volcano,lava,clones
pressure,volcano,volcano,clones
pressure,water,ice,clones
pressure,wood,paper,clones;little-alchemy
pride,virtue,modesty,clones
priest,sex,chastity,clones
priest,warrior,paladin,clones
priest,weapon,mace,clones
priest,zombie,corpse,clones
primordial soup,storm,life,little-alchemy
primordial soup,time,life,little-alchemy
primordial soup,volcano,life,little-alchemy
princess,ruin,rapunzel,infinite-craft
prism,sun,rainbow,little-alchemy
psychic,psychic,psychic clone,clones
psychic,radiation,delusional psychic,clones
psychic,rainbow,mr. clown,clones
psychic,relic,ancient scrolls,clones
psychic,reptile,dragon turtle,clones
psychic,robot,magicianbot,clones
psychic,rodent,groundhog,clones
psychic,royal game,four eyed raven,clones
psychic,royalty,rebel space princess,clones
psychic,sci-fi,master y,clones
psychic,science,gunfu cleric,clones
psychic,shrine,three fates,clones
psychic,sidekick,dark space lord,clones
psychic,sleep,hypnotist,clones
psychic,snake,animal whisperer,clones
psychic,space,swarm queen,clones
psychic,speed,gunfu cleric,clones
psychic,spirit,ghost communicator,clones
psychic,strength,alpha dragon,clones
psychic,superhero,firebird force,clones
psychic,sword,lich blade,clones
psychic,the chosen one,dark space lord,clones
psychic,time,four eyed raven,clones
psychic,toy,fickle eight ball,clones
psychic,tree,koo koo nuts,clones
psychic,turtle,dragon turtle,clones
psychic,undead,vengeful spirit,clones
psychic,underground,groundhog,clones
psychic,underwater,siren,clones
psychic,vampire,lunara,clones
psychic,villain,insidious emperor,clones
psychic,void,specter,clones
psychic,war,swarm queen,clones
psychic,water,psychic elementalist,clones
psychic,water serpent,siren,clones
psychic,wealth,stockbroker wolf,clones
psychic,weapon,psychic assassin,clones
psychic,werewolf,stockbroker wolf,clones
psychic,wind,psychic elementalist,clones
psychic,wings,swarm queen,clones
psychic,wintertide,christmas spirits,clones
psychic,wizard,prophecy wizard,clones
psychic,wizarding school,prophecy wizard,clones
psychic,wolf,stockbroker wolf,clones
pterodactyl,pterodactyl,egg,little-alchemy
pterodactyl,pterodactyl,pteranodon,infinite-craft
pterodactyl,time,bird,little-alchemy
puddle,puddle,pond,little-alchemy
puddle,solid,ice,little-alchemy
puddle,water,pond,little-alchemy
pumpkin,sack,scarecrow,little-alchemy
pumpkin,skeleton,jack-o-lantern,little-alchemy
pumpkin,torch,jack-o-lantern,clones
pyramid,sphinx,egypt,infinite-craft
pyramid,statue,sphinx,little-alchemy
pyramid,ussr,lenin,clones
quicksilver,tool,thermometer,little-alchemy
r2-d2,robot,c-3po,clones
rabbit,rabbit,rabbit,little-alchemy
raccoon,squirrel,porcupine,clones
radar,radiowave + void or knowledge,radio telescope,clones
radar,rocket,air defense,clones
radiation,reptile,gorezilla,clones
radiation,robot,alphatron,clones
radiation,rodent,sensei rat,clones
radiation,royal game,dragon fire,clones
radiation,sci-fi,the ooze,clones
radiation,science,bomb,clones
radiation,shrine,bomb shelter,clones
radiation,snake,anaconda,clones
radiation,space,the ooze,clones
radiation,spirit,oozer,clones
radiation,strength,mutant man,clones
radiation,sun,sun burn,clones
radiation,superhero,mutant man,clones
radiation,sweets,fluff puff,clones
radiation,sword,the badger,clones
radiation,time,half-life,clones
radiation,toy,ez cake oven,clones
radiation,tree,killer plant,clones
radiation,turkey day,turkeyzilla,clones
radiation,turtle,primeval turtle,clones
radiation,underground,bomb shelter,clones
radiation,underwater,mutated fish,clones
radiation,vampire,parasitic bioweapon,clones
radiation,vehicle,monster truck,clones
radiation,villain,the ooze,clones
radiation,war,bomb shelter,clones
radiation,water serpent,kraken,clones
radiation,weapon,bomb,clones
radiation,wind,radiation sickness,clones
radiation,wintertide,ornamental pickle,clones
radiation,wolf,dire wolf,clones
radio,telephone,mobile phone,clones
radio,tv,media,clones
radio wave,radio wave,radiation,clones
radiowave,radiowave,radiation,clones
radiowave/knoweldge,satellite,gps,clones
raft,river,rafting,clones
raft,sail,sailing raft,clones
raft,sea,storm,clones
rain,rain,flood,little-alchemy
rain,river,flood,little-alchemy
rain,rock,cave,infinite-craft
rain,sickness,acid rain,little-alchemy
rain,smog,acid rain,little-alchemy
rain,smoke,acid rain,little-alchemy
rain,soil,plant,little-alchemy
rain,sun,rainbow,clones;little-alchemy
rain,time,flood,little-alchemy
rain,time,rainbow,clones
rain,tool,umbrella,little-alchemy
rain,wind,storm,infinite-craft;little-alchemy
rainbow,rainbow,double rainbow,clones
rainbow,rainbow,double rainbow!,little-alchemy
rainbow,reptile,chameleon,clones
rainbow,river,waterfall,clones
rainbow,robot,bionic unicorn,clones
rainbow,rodent,care chilla,clones
rainbow,royalty,pony princess,clones
rainbow,sci-fi,laser sword,clones
rainbow,science,laser,clones
rainbow,shrine,fireworks,clones
rainbow,sidekick,jester sidekick,clones
rainbow,sleep,clown toxin,clones
rainbow,snake,chameleon,little-alchemy
rainbow,space,pastry cat,clones
rainbow,speed,lightspeed,clones
rainbow,spirit,chomp dude spirits,clones
rainbow,steel,gold,little-alchemy
rainbow,strength,laser,clones
rainbow,sugar,skittles,little-alchemy
rainbow,sugar,sprinkles,little-alchemy
rainbow,sun,lightspeed,clones
rainbow,superhero,rainbow girl,clones
rainbow,sweets,rainbow candy,clones
rainbow,sword,laser sword,clones
rainbow,the chosen one,pony princess,clones
rainbow,tool,paint,little-alchemy
rainbow,toy,rainbow girl,clones
rainbow,treasure,pot of gold,infinite-craft
rainbow,turkey day,harvest,clones
rainbow,turtle,chameleon,little-alchemy
rainbow,turtle,cloud rider,clones
rainbow,underground,cave monkeys,clones
rainbow,underwater,mantis shrimp,clones
rainbow,vehicle,clown car,clones
rainbow,villain,clown,clones
rainbow,war,flower power,clones
rainbow,water,paint,little-alchemy
rainbow,water,sno-cone,clones
rainbow,wax,crayon,little-alchemy
rainbow,wealth,leprechaun,clones
rainbow,weapon,laser sword,clones
rainbow,wind,clown toxin,clones
rainbow,wings,butterfly,clones
rainbow,wintertide,fairy light festival,clones
rainbow,wizard,rainbow girl,clones
rainbow,wizarding school,unicorn blood,clones
rainforest,rope,vine,little-alchemy
rainforest,thread,vine,little-alchemy
rainforest,wire,vine,little-alchemy
rat,sea,seagull,little-alchemy
rat,wheel,hamster,little-alchemy
recipe,recipe,cookbook,little-alchemy
reed,scientist,beetroot,clones
reed,tool,paper,clones
reed,tools,paper,clones
reindeer,sugar,candy cane,little-alchemy
reindeer,wool,christmas stocking,little-alchemy
reindeers,sledge,holiday reindeers,clones
relic,reptile,ubaid lizardman,clones
relic,robot,omni igniter,clones
relic,robot,terminator,infinite-craft
relic,sci-fi,elemental stones,clones
relic,science,great wall,clones
